
@attribute Name string
@attribute Platform { Wii, NES, GB, DS, X360, PS3, PS2, SNES, GBA, 3DS, PS4, N64, PS, XB, PC, 2600, PSP, XOne, GC, WiiU, GEN, DC, PSV, SAT, SCD, WS, NG, TG16, 3DO, GG, PCFX }
@attribute Year { 2006, 1985, 2008, 2009, 1996, 1989, 1984, 2005, 1999, 2007, 2010, 2013, 2004, 1990, 1988, 2002, 2001, 2011, 1998, 2015, 2012, 2014, 1992, 1997, 1993, 1994, 1982, 2003, 1986, 2000, 1995, 2016, 1991, 1981, 1987, 1980, 1983, 2020, 2017 }
@attribute Genre { Sports, Platform, Racing, Role-Playing, Puzzle, Misc, Shooter, Simulation, Action, Fighting, Adventure, Strategy }
@attribute Publisher { Nintendo, Microsoft Game Studios, Take-Two Interactive, Sony Computer Entertainment, Activision, Ubisoft, Bethesda Softworks, Electronic Arts, Sega, SquareSoft, Atari, 505 Games, Capcom, GT Interactive, Konami Digital Entertainment, Sony Computer Entertainment Europe, Square Enix, LucasArts, Virgin Interactive, Warner Bros. Interactive Entertainment, Universal Interactive, Eidos Interactive, RedOctane, Vivendi Games, Enix Corporation, Namco Bandai Games, Palcom, Hasbro Interactive, THQ, Fox Interactive, Acclaim Entertainment, MTV Games, Disney Interactive Studios, Majesco Entertainment, Codemasters, Red Orb, Level 5, Arena Entertainment, Midway Games, JVC, Deep Silver, 989 Studios, NCSoft, UEP Systems, Parker Bros., Maxis, Imagic, Tecmo Koei, Valve Software, ASCII Entertainment, Mindscape, Infogrames, Unknown, Square, Valve, Activision Value, Banpresto, D3Publisher, Oxygen Interactive, Red Storm Entertainment, Video System, Hello Games, Global Star, Gotham Games, Westwood Studios, GungHo, Crave Entertainment, Hudson Soft, Coleco, Rising Star Games, Atlus, TDK Mediactive, ASC Games, Zoo Games, Accolade, Sony Online Entertainment, 3DO, RTL, Natsume, Focus Home Interactive, Alchemist, Black Label Games, SouthPeak Games, Mastertronic, Ocean, Zoo Digital Publishing, Psygnosis, City Interactive, Empire Interactive, Success, Compile, Russel, Taito, Agetec, GSP, Microprose, Play It, Slightly Mad Studios, Tomy Corporation, Sammy Corporation, Koch Media, Game Factory, Titus, Marvelous Entertainment, Genki, Mojang, Pinnacle, CTO SpA, TalonSoft, Crystal Dynamics, SCi, Quelle, mixi, Inc, Rage Software, Ubisoft Annecy, Scholastic Inc., Interplay, Mystique, ChunSoft, Square EA, 20th Century Fox Video Games, Avanquest Software, Hudson Entertainment, Nordic Games, Men-A-Vision, Nobilis, Big Ben Interactive, Touchstone, Spike, Jester Interactive, Nippon Ichi Software, LEGO Media, Quest, Illusion Softworks, Tigervision, Funbox Media, Rocket Company, Metro 3D, Mattel Interactive, IE Institute, Rondomedia, Sony Computer Entertainment America, Universal Gamex, Ghostlight, Wizard Video Games, BMG Interactive Entertainment, PQube, Trion Worlds, Laguna, Ignition Entertainment, Takara, Kadokawa Shoten, Destineer, Enterbrain, Xseed Games, Imagineer, System 3 Arcade Software, CPG Products, Aruze Corp, Gamebridge, Midas Interactive Entertainment, Jaleco, Answer Software, XS Games, Activision Blizzard, Pack In Soft, Rebellion, Xplosiv, GameMill Entertainment, Wanadoo, NovaLogic, Telltale Games, Epoch, BAM! Entertainment, Knowledge Adventure, Mastiff, Tetris Online, Harmonix Music Systems, ESP, TYO, Telegames, Mud Duck Productions, Screenlife, Pioneer LDC, Magical Company, Mentor Interactive, Kemco, Human Entertainment, Avanquest, Data Age, Electronic Arts Victor, Black Bean Games, Jack of All Games, 989 Sports, Takara Tomy, Media Rings, Elf, Starfish, Zushi Games, Jorudan, Destination Software, Inc, New, Brash Entertainment, ITT Family Games, PopCap Games, Home Entertainment Suppliers, Ackkstudios, Starpath Corp., P2 Games, BPS, Gathering of Developers, NewKidCo, Storm City Games, CokeM Interactive, CBS Electronics, Magix, Marvelous Interactive, Kalypso Media, Nihon Falcom Corporation, Wargaming.net, Angel Studios, Arc System Works, Playmates, SNK Playmore, Hamster Corporation, From Software, Nippon Columbia, Nichibutsu, Little Orbit, Conspiracy Entertainment, DTP Entertainment, Hect, Mumbo Jumbo, Pacific Century Cyber Works, Indie Games, Liquid Games, NEC, Axela, ArtDink, Sunsoft, Gust, SNK, NEC Interchannel, FuRyu, Xing Entertainment, ValuSoft, Victor Interactive, Detn8 Games, American Softworks, Nordcurrent, Bomb, Falcom Corporation, AQ Interactive, CCP, Milestone S.r.l., JoWood Productions, Seta Corporation, On Demand, NCS, Aspyr, Gremlin Interactive Ltd, Agatsuma Entertainment, Compile Heart, Culture Brain, Mad Catz, Shogakukan, Merscom LLC, Rebellion Developments, Nippon Telenet, TDK Core, bitComposer Games, Foreign Media Games, Astragon, SSI, Kadokawa Games, Idea Factory, Performance Designed Products, Asylum Entertainment, Core Design Ltd., PlayV, UFO Interactive, Idea Factory International, Playlogic Game Factory, Essential Games, Adeline Software, Funcom, Panther Software, Blast! Entertainment Ltd, Game Life, DSI Games, Avalon Interactive, Popcorn Arcade, Neko Entertainment, Vir2L Studios, Aques, Syscom, White Park Bay Software, System 3, Vatical Entertainment, Daedalic, EA Games, Media Factory, Vic Tokai, The Adventure Company, Game Arts, Broccoli, Acquire, General Entertainment, Excalibur Publishing, Imadio, Swing! Entertainment, Sony Music Entertainment, Aqua Plus, Paradox Interactive, Hip Interactive, DreamCatcher Interactive, Tripwire Interactive, Sting, Yacht Club Games, SCS Software, Bigben Interactive, Havas Interactive, Slitherine Software, Graffiti, Funsta, Telstar, U.S. Gold, DreamWorks Interactive, Data Design Interactive, MTO, DHM Interactive, FunSoft, SPS, Bohemia Interactive, Reef Entertainment, Tru Blu Entertainment, Moss, T&E Soft, O-Games, Aksys Games, NDA Productions, Data East, Time Warner Interactive, Gainax Network Systems, Daito, O3 Entertainment, Gameloft, Xicat Interactive, Simon & Schuster Interactive, Valcon Games, PopTop Software, TOHO, HMH Interactive, 5pb, Cave, CDV Software Entertainment, Microids, PM Studios, Paon, Micro Cabin, GameTek, Benesse, Type-Moon, Enjoy Gaming ltd., Asmik Corp, Interplay Productions, Asmik Ace Entertainment, inXile Entertainment, Image Epoch, Phantom EFX, Evolved Games, responDESIGN, Culture Publishers, Griffin International, Hackberry, Hearty Robin, Nippon Amuse, Origin Systems, Seventh Chord, Mitsui, Milestone, Abylight, Flight-Plan, Glams, Locus, Warp, Daedalic Entertainment, Alternative Software, Myelin Media, Mercury Games, Irem Software Engineering, Sunrise Interactive, Elite, Evolution Games, Tivola, Global A Entertainment, Edia, Athena, Aria, Gamecock, Tommo, Altron, Happinet, iWin, Media Works, Fortyfive, Revolution Software, Imax, Crimson Cow, 10TACLE Studios, Groove Games, Pack-In-Video, Insomniac Games, Ascaron Entertainment GmbH, Asgard, Ecole, Yumedia, Phenomedia, HAL Laboratory, Grand Prix Games, DigiCube, Creative Core, Kaga Create, WayForward Technologies, LSP Games, ASCII Media Works, Coconuts Japan, Arika, Ertain, Marvel Entertainment, Prototype, Phantagram, 1C Company, The Learning Company, TechnoSoft, Vap, Misawa, Tradewest, Team17 Software, Yeti, Pow, Navarre Corp, MediaQuest, Max Five, Comfort, Monte Christo Multimedia, Pony Canyon, Riverhillsoft, Summitsoft, Milestone S.r.l, Playmore, MLB.com, Kool Kizz, Flashpoint Games, 49Games, Legacy Interactive, Alawar Entertainment, CyberFront, Cloud Imperium Games Corporation, Societa, Virtual Play Games, Interchannel, Sonnet, Experience Inc., Zenrin, Iceberg Interactive, Ivolgamus, 2D Boy, MC2 Entertainment, Kando Games, Just Flight, Office Create, Mamba Games, Fields, Princess Soft, Maximum Family Games, Berkeley, Fuji, Dusenberry Martin Racing, imageepoch Inc., Big Fish Games, Her Interactive, Kamui, ASK, TopWare Interactive, Headup Games, KSS, Cygames, KID, Quinrose, Sunflowers, dramatic create, TGL, Encore, Extreme Entertainment Group, Intergrow, G.Rev, Sweets, Kokopeli Digital Studios, Number None, Nexon, id Software, BushiRoad, Tryfirst, Strategy First, 7G//AMES, GN Software, Yuke's, Easy Interactive, Licensed 4U, FuRyu Corporation, Lexicon Entertainment, Paon Corporation, Kids Station, GOA, Graphsim Entertainment, King Records, Introversion Software, Minato Station, Devolver Digital, Blue Byte, Gaga, Yamasa Entertainment, Plenty, Views, fonfun, NetRevo, Codemasters Online, Quintet, Phoenix Games, Dorart, Marvelous Games, Focus Multimedia, Imageworks, Karin Entertainment, Aerosoft, Technos Japan Corporation, Gakken, Mirai Shounen, Datam Polystar, Saurus, HuneX, Revolution (Japan), Giza10, Visco, Alvion, Mycom, Giga, Warashi, System Soft, Sold Out, Lighthouse Interactive, Masque Publishing, RED Entertainment, Michaelsoft, Media Entertainment, New World Computing, Genterprise, Interworks Unlimited, Inc., Boost On, Stainless Games, EON Digital Entertainment, Epic Games, Naxat Soft, Ascaron Entertainment, Piacci, Nitroplus, Paradox Development, Otomate, Ongakukan, Commseed, Inti Creates, Takuyo, Interchannel-Holon, Rain Games, UIG Entertainment }
@attribute Global_Sales string

@data
NHL 06,GC,2005.0,Sports,Electronic Arts,0.08
40 Winks,PS,1999.0,Platform,GT Interactive,0.31
Serious Sam,XB,2002.0,Shooter,Take-Two Interactive,0.15
Disney Infinity,Wii,2013.0,Action,Disney Interactive Studios,1.73
Fairy Tail: Portable Guild 2,PSP,2011.0,Fighting,Konami Digital Entertainment,0.08
Metal Slug Anthology,PS2,2007.0,Shooter,Ignition Entertainment,0.01
Far Cry 3,PS3,2012.0,Shooter,Ubisoft,3.45
StormLover,PSP,2010.0,Adventure,D3Publisher,0.03
WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,THQ,2.94
One Piece: Unlimited Adventure,Wii,2007.0,Adventure,Namco Bandai Games,0.19
V-Rally 3,XB,2003.0,Racing,Atari,0.02
Tomb Raider: Legend,PC,2006.0,Action,Eidos Interactive,0.02
Learn Chess,DS,2009.0,Misc,DreamCatcher Interactive,0.1
The Berenstain Bears and the Spooky Old Tree,GBA,2005.0,Platform,Namco Bandai Games,0.05
World Soccer Winning Eleven 9 Bonus Pack,PS2,2006.0,Sports,Konami Digital Entertainment,0.14
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011.0,Adventure,ChunSoft,0.05
Killzone: Shadow Fall,PS4,2013.0,Shooter,Sony Computer Entertainment,2.58
Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009.0,Adventure,Nintendo,0.14
Cartoon Network Block Party,GBA,2004.0,Misc,Majesco Entertainment,0.05
AMF Bowling World Lanes,Wii,2008.0,Sports,Bethesda Softworks,0.36
Championship Manager 03/04,PC,2003.0,Sports,Eidos Interactive,1.26
Kamaitachi no Yoru × 3,PS2,2006.0,Adventure,Sega,0.16
Bleach: Heat the Soul 4,PSP,2007.0,Fighting,Sony Computer Entertainment,0.08
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010.0,Fighting,Takara Tomy,0.06
X2: Wolverine's Revenge,PS2,2003.0,Platform,Activision,0.64
Street Fighter V,PS4,2016.0,Fighting,Capcom,0.82
The Sims: Makin' Magic,PC,2003.0,Simulation,Electronic Arts,1.92
Pro Evolution Soccer 2012,X360,2011.0,Action,Konami Digital Entertainment,0.5
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009.0,Fighting,Namco Bandai Games,0.41
Burnout 3: Takedown,PS2,2004.0,Racing,Electronic Arts,2.68
Dark Half,SNES,1996.0,Role-Playing,Enix Corporation,0.04
Shaun White Skateboarding,X360,2010.0,Sports,Ubisoft,0.16
Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,2001.0,Misc,Konami Digital Entertainment,0.41
Need for Speed: Hot Pursuit,X360,2010.0,Racing,Electronic Arts,2.22
Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,4.38
Dead or Alive 2,PS2,2000.0,Fighting,Tecmo Koei,1.0
The Saboteur,X360,2009.0,Action,Electronic Arts,0.51
Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,3.81
Super Smash Bros. for Wii U and 3DS,3DS,2014.0,Fighting,Nintendo,7.45
Shining Force NEO,PS2,2005.0,Role-Playing,Sega,0.11
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995.0,Simulation,Pack-In-Video,0.06
Frogs And Flies,2600,1981.0,Action,Mattel Interactive,0.36
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,Activision,0.05
Wet,X360,,Shooter,Bethesda Softworks,0.5
Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.45
All-Star Baseball 2005,PS2,,Sports,Unknown,0.32
Tiger Woods PGA Tour 2005,PC,2004.0,Sports,Electronic Arts,0.01
Silent Hill: Origins,PSP,2007.0,Action,Konami Digital Entertainment,0.53
Skylanders Giants,Wii,2012.0,Action,Activision,2.65
Jikkyou Powerful Pro Yakyuu 2010,PSP,2010.0,Sports,Konami Digital Entertainment,0.2
Rock Revolution,X360,2008.0,Misc,Konami Digital Entertainment,0.27
Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,4.24
Solatorobo: Red the Hunter,DS,2010.0,Role-Playing,Nintendo,0.21
Jimmy Neutron: Boy Genius,GC,2002.0,Platform,THQ,0.09
Catwoman,GBA,2004.0,Action,Electronic Arts,0.04
ESA Foundation Compilation,PS2,2005.0,Misc,Sony Computer Entertainment,0.19
Pro Yaky? Spirits 2014,PSV,2014.0,Sports,Konami Digital Entertainment,0.07
Saints Row 2,PC,2009.0,Action,THQ,0.04
Ashes Cricket 2009,X360,2009.0,Sports,Codemasters,0.2
NCAA Football 10,PS3,2009.0,Sports,Electronic Arts,0.81
Deadliest Catch: Sea of Chaos,X360,2010.0,Sports,Crave Entertainment,0.09
Dynasty Warriors,PS,1997.0,Action,Tecmo Koei,0.27
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005.0,Misc,THQ,0.65
Music Maker,PS2,2001.0,Misc,Magix,0.31
Resident Evil: Deadly Silence,DS,2006.0,Action,Capcom,0.27
Xena: Warrior Princess - The Talisman of Fate,N64,1999.0,Fighting,Titus,0.29
Warhammer Online: Age of Reckoning,PC,2008.0,Role-Playing,GOA,0.02
The Sims 4: Spa Day,PC,2015.0,Simulation,Electronic Arts,0.04
PES 2009: Pro Evolution Soccer,PS2,2008.0,Sports,Konami Digital Entertainment,2.5
PDC World Championship Darts 2008,DS,,Sports,Unknown,0.02
Alien Monster Bowling League,Wii,2009.0,Sports,Destineer,0.09
Beyond Oasis,GEN,1993.0,Role-Playing,Sega,0.05
Ikaruga,GC,2003.0,Shooter,Atari,0.09
Rodea the Sky Soldier,3DS,2015.0,Action,Nippon Ichi Software,0.04
All-Star Baseball 2005,XB,,Sports,Unknown,0.15
Viva Pinata,X360,2006.0,Simulation,Microsoft Game Studios,1.63
Bishoujo Senshi Sailormoon R,SNES,1993.0,Fighting,Namco Bandai Games,0.27
Guilty Gear X2,PS2,2002.0,Fighting,Sammy Corporation,0.35
Angry Birds Trilogy,X360,2012.0,Action,Activision,0.27
Nicktoons: MLB,DS,2011.0,Sports,Take-Two Interactive,0.1
Gods Eater Burst,PSP,2010.0,Action,Namco Bandai Games,0.66
Midnight Club: Los Angeles,X360,2008.0,Racing,Take-Two Interactive,2.35
God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,Namco Bandai Games,0.1
Battlefield: Hardline,XOne,2015.0,Shooter,Electronic Arts,1.2
Ready 2 Rumble Boxing: Round 2,N64,2000.0,Fighting,Midway Games,0.24
Farming Simulator 2015,PS3,2015.0,Simulation,Koch Media,0.46
Disney's Tarzan Untamed,PS2,2001.0,Platform,Ubisoft,0.41
Jewel Legends: Tree of Life,DS,2011.0,Puzzle,Rising Star Games,0.06
Backyard Baseball '10,Wii,2009.0,Sports,Atari,0.11
Conflict: Desert Storm II - Back to Bagdhad,XB,2003.0,Shooter,SCi,0.28
Cabela's Big Game Hunter: Pro Hunts,WiiU,2014.0,Shooter,Activision,0.02
Duel Masters: Kaijudo Showdown,GBA,2004.0,Misc,Atari,0.22
Uncharted 3: Drake's Deception,PS3,2011.0,Action,Sony Computer Entertainment,6.83
Sonic the Hedgehog,PS3,2006.0,Platform,Sega,1.18
Hot Wheels: Battle Force 5,DS,2009.0,Racing,Activision,0.15
Super Mario Land 2: 6 Golden Coins,GB,1992.0,Adventure,Nintendo,11.18
Casper,GBA,2002.0,Adventure,Microids,0.01
Command & Conquer: Red Alert Retaliation,PS,1998.0,Strategy,Virgin Interactive,0.7
SpongeBob SquarePants: Lights Camera Pants!,GC,2005.0,Misc,THQ,0.44
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015.0,Action,Square Enix,0.49
Mega Man,NES,1987.0,Platform,Capcom,0.81
SD Gundam G Generation Wars,PS2,2009.0,Strategy,Namco Bandai Games,0.31
L'Aigle de Guerre,GBA,2001.0,Strategy,Nintendo,0.1
PAC-MAN and the Ghostly Adventures,3DS,2013.0,Platform,Namco Bandai Games,0.09
Winter Sports 2: The Next Challenge,DS,2008.0,Sports,RTL,0.06
James Cameron's Dark Angel,PS2,,Action,Universal Interactive,0.17
Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom,3.44
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008.0,Action,Namco Bandai Games,0.02
Star Fighter,PS,1995.0,Shooter,Telstar,0.06
Last Escort: Club Katze,PSP,2010.0,Adventure,D3Publisher,0.03
Samurai & Dragons,PSV,2012.0,Action,Sega,0.02
Legends of Wrestling II,GBA,2002.0,Fighting,Acclaim Entertainment,0.07
Battles of Prince of Persia,DS,2005.0,Strategy,Ubisoft,0.12
Tank Beat,DS,2006.0,Strategy,Midas Interactive Entertainment,0.03
LEGO The Lord of the Rings,DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.16
Warhammer 40000: Fire Warrior,PS2,2003.0,Shooter,THQ,0.15
Football Manager 2013,PC,2012.0,Sports,Sega,1.17
Lupin III: Lupin ni wa Shi o Zenigata ni wa Koi o,PS2,2007.0,Adventure,505 Games,0.05
Armored Core: For Answer,PS3,2008.0,Simulation,Ubisoft,0.19
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009.0,Action,Takara Tomy,0.03
Dengeki Gakuen RPG: Cross of Venus Special,DS,2011.0,Role-Playing,ASCII Media Works,0.01
Star Wars: Bounty Hunter,PS2,2002.0,Shooter,LucasArts,1.09
Superman: Shadow of Apokolips,PS2,2002.0,Action,Atari,0.42
Tokumei Sentai Go-Busters,DS,2012.0,Action,Namco Bandai Games,0.04
Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,0.56
Don King Boxing,Wii,2009.0,Sports,Take-Two Interactive,0.27
Biohazard: Revival Selection,PS3,2011.0,Action,Capcom,0.18
Starry ? Sky: In Autumn,PSP,2010.0,Misc,Asgard,0.03
Sly Cooper: Thieves in Time,PSV,2013.0,Platform,Sony Computer Entertainment Europe,0.28
Def Jam: Fight for NY,GC,2004.0,Fighting,Electronic Arts,0.22
Football Academy,DS,2009.0,Sports,Electronic Arts,0.02
Folklore,PS3,2007.0,Role-Playing,Sony Computer Entertainment,0.33
World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006.0,Misc,Activision,0.05
Chaos;Child,PSV,2015.0,Adventure,5pb,0.05
Cabela's Big Game Hunter: Hunting Party,X360,2011.0,Sports,Activision,0.17
Phantasy Star Online Ver. 2,DC,2001.0,Role-Playing,Sega,0.19
VR Golf '97,PS,1996.0,Sports,Gremlin Interactive Ltd,0.17
Magic Encyclopedia: Moonlight,DS,2010.0,Misc,Foreign Media Games,0.02
Samurai Western,PS2,2004.0,Action,505 Games,0.08
Need for Speed Underground,GBA,2003.0,Racing,Electronic Arts,0.29
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,Action,Nippon Ichi Software,0.28
ScrapLand,XB,2005.0,Action,Deep Silver,0.02
Apache: Air Assault,PS3,2010.0,Simulation,Activision,0.22
Shaun White Snowboarding,PS3,2008.0,Sports,Ubisoft,0.66
PoPoLoCrois,PSP,2005.0,Role-Playing,Ignition Entertainment,0.06
Mario vs. Donkey Kong 2: March of the Minis,DS,2006.0,Puzzle,Nintendo,1.2
NBA Live 08,PS3,2007.0,Sports,Electronic Arts,0.64
Kidou Senshi Gundam Seed Battle Destiny,PSV,2012.0,Action,Namco Bandai Games,0.12
Darksiders,X360,2010.0,Action,THQ,1.06
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005.0,Adventure,Konami Digital Entertainment,0.12
NeverDead,PS3,2012.0,Shooter,Konami Digital Entertainment,0.13
Atelier Rorona: Alchemist of Arland,PS3,2009.0,Role-Playing,Nippon Ichi Software,0.5
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015.0,Action,Sega,0.03
Chicken Run,PS,2000.0,Adventure,Eidos Interactive,0.13
Tomb Raider: Underworld,DS,2008.0,Action,Eidos Interactive,0.2
Pirates PlundArrr,Wii,2010.0,Action,Majesco Entertainment,0.02
Brave Story: Boku no Kioku to Negai,DS,2006.0,Role-Playing,Namco Bandai Games,0.02
Ford Racing 3,XB,2004.0,Racing,Take-Two Interactive,0.09
Playmobil Pirates,DS,2009.0,Action,Mindscape,0.09
Army of Two: The 40th Day,X360,2010.0,Shooter,Electronic Arts,0.95
Star Wars Episode II: Attack of the Clones,GBA,2002.0,Action,THQ,0.77
Super Bomberman 2,SNES,1994.0,Puzzle,Hudson Soft,0.81
Paws & Claws: Pet Resort,Wii,2009.0,Simulation,THQ,0.11
Burger Island,DS,2008.0,Action,Destineer,0.16
Ape Escape Academy (jp sales),PSP,2004.0,Misc,Sony Computer Entertainment,0.14
Shaman King: Soul Fight,GC,2003.0,Platform,Namco Bandai Games,0.05
Monster Jam: Maximum Destruction,PS2,2002.0,Racing,Ubisoft,0.65
Brunswick Circuit Pro Bowling 2,PS,2000.0,Sports,THQ,0.11
Madden NFL 09,PS2,2008.0,Sports,Electronic Arts,1.49
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005.0,Misc,D3Publisher,0.13
Minecraft: Story Mode,X360,2015.0,Adventure,Mojang,0.91
Emily the Strange: Strangerous,DS,2011.0,Action,DTP Entertainment,0.08
Street Fighter X Tekken,PS3,2012.0,Fighting,Capcom,0.84
Next Generation of Chaos,PS2,2002.0,Role-Playing,Idea Factory,0.05
Tomodachi Life,3DS,2013.0,Simulation,Nintendo,5.15
Cabela's Outdoor Adventures (2009),Wii,2009.0,Sports,Activision Value,0.31
Gallop Racer 2000,PS,2000.0,Sports,Tecmo Koei,0.12
Iron Chef America: Supreme Cuisine,DS,2008.0,Simulation,Destineer,0.19
Dinosaur King,DS,2007.0,Strategy,Sega,0.23
Worms,X360,2007.0,Strategy,Microsoft Game Studios,0.02
Madden NFL 98,PS,1997.0,Sports,Electronic Arts,1.35
Medieval II: Total War Gold Edition,PC,2008.0,Strategy,Sega,0.37
Raiden IV,X360,2008.0,Shooter,Moss,0.12
Batman: Dark Tomorrow,XB,2003.0,Action,Kemco,0.11
Tail Concerto,PS,1998.0,Adventure,Namco Bandai Games,0.03
NBA Jam,Wii,2010.0,Sports,Electronic Arts,0.43
Fist of the North Star: Ken's Rage 2,WiiU,2013.0,Fighting,Tecmo Koei,0.02
Sherlock Holmes vs. Jack the Ripper,X360,2009.0,Adventure,Focus Home Interactive,0.16
Company of Heroes,PC,2006.0,Strategy,THQ,0.05
Sushi Academy,DS,2009.0,Action,DTP Entertainment,0.08
Empire: Total War,PC,2009.0,Strategy,Sega,1.09
Breeding Stud 2,PS,1998.0,Sports,Konami Digital Entertainment,0.04
Tom Clancy's HAWX,X360,2009.0,Action,Ubisoft,0.58
Rogue Galaxy: Director's Cut,PS2,2007.0,Role-Playing,Sony Computer Entertainment,0.41
Just Dance 2015,PS4,2014.0,Misc,Ubisoft,0.38
Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014.0,Adventure,Activision,0.22
SpongeBob's Surf & Skate Roadtrip,X360,2011.0,Action,THQ,0.19
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014.0,Adventure,Prototype,0.02
Castlevania: Legacy of Darkness,N64,1999.0,Platform,Konami Digital Entertainment,0.13
Dead Ball Zone,PS,1998.0,Sports,GT Interactive,0.04
Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,Ubisoft,0.43
River Raid II,2600,1988.0,Shooter,Activision,0.51
BlazBlue: Calamity Trigger,X360,2009.0,Fighting,PQube,0.36
Rory McIlroy PGA Tour,PS4,2015.0,Action,Electronic Arts,0.51
R-Type III: The Third Lightning,GBA,2004.0,Shooter,Zoo Digital Publishing,0.03
Homefront,PS3,2011.0,Shooter,THQ,0.91
Purr Pals,Wii,2008.0,Simulation,Deep Silver,0.29
Apache: Air Assault,X360,2010.0,Simulation,Activision,0.17
Avatar: The Last Airbender,GC,2006.0,Adventure,THQ,0.5
Tank! Tank! Tank!,WiiU,2012.0,Action,Namco Bandai Games,0.07
Duke Nukem: Time to Kill,PS,1998.0,Shooter,Take-Two Interactive,1.38
Hasbro Family Game Night Fun Pack,X360,2011.0,Misc,Electronic Arts,0.07
Chaos;Head Noah,X360,2009.0,Adventure,5pb,0.04
Ping Pals,DS,2004.0,Misc,THQ,0.11
Dragon's Lair 3D: Return to the Lair,XB,2002.0,Platform,Ubisoft,0.05
R.C. Pro-Am,NES,1988.0,Racing,Nintendo,2.14
Road & Track Presents: The Need for Speed,PS,1995.0,Racing,Electronic Arts,1.0
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994.0,Misc,Vap,0.05
Transformers: Fall of Cybertron,PS3,2012.0,Action,Activision,0.41
Painkiller: Hell & Damnation,PS3,2013.0,Shooter,Nordic Games,0.04
WWE SmackDown vs Raw 2008,PS3,2007.0,Fighting,THQ,1.33
World Championship Pool 2004,XB,2003.0,Sports,Jaleco,0.04
Barnyard Blast: Swine of the Night,DS,2008.0,Platform,Big Ben Interactive,0.02
EyeToy: Kinetic,PS2,2005.0,Sports,Sony Computer Entertainment,0.17
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014.0,Action,Little Orbit,0.08
Rock Band Country Track Pack 2,X360,2011.0,Misc,MTV Games,0.05
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993.0,Role-Playing,ChunSoft,0.78
Porsche Challenge,PS,1997.0,Racing,Sony Computer Entertainment,0.09
Rune Factory 4,3DS,2012.0,Role-Playing,Xseed Games,0.55
Xenogears,PS,1998.0,Role-Playing,SquareSoft,1.46
Men of War,PC,2009.0,Strategy,505 Games,0.03
Phantasy Star Online 2,PSV,2013.0,Role-Playing,Sega,0.16
NHL 2001,PS,2000.0,Sports,Electronic Arts,0.63
Mirror's Edge Catalyst,XOne,2016.0,Platform,Electronic Arts,0.15
Magical Tetris Challenge,N64,1997.0,Puzzle,Activision,0.2
Pilotwings,SNES,1990.0,Simulation,Nintendo,1.14
Toukiden: The Age of Demons,PSV,2013.0,Action,Tecmo Koei,0.38
Tactics Ogre: Let Us Cling Together,SNES,1995.0,Role-Playing,Quest,0.71
Madagascar,PS2,2005.0,Platform,Activision,1.31
Turbo Trainz,Wii,2012.0,Racing,Mastertronic,0.01
The Chronicles of Riddick: Escape from Butcher Bay,XB,,Shooter,Vivendi Games,0.45
LEGO Jurassic World,PS3,2015.0,Action,Warner Bros. Interactive Entertainment,0.93
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,3.71
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010.0,Role-Playing,Atlus,0.06
Star Wars: The Clone Wars & Tetris Worlds,XB,2002.0,Misc,Microsoft Game Studios,0.19
Kirby's Block Ball,GB,1995.0,Puzzle,Nintendo,0.32
