//@relation converted_csv
@attribute Rank numeric
@attribute Name string
@attribute Platform string
@attribute Year numeric
@attribute Genre string
@attribute Publisher string
@attribute NA_Sales numeric
@attribute EU_Sales numeric
@attribute JP_Sales numeric
@attribute Other_Sales numeric
@attribute Global_Sales numeric

@data
15010,Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest,0,0.02,0,0,0.02
1865,NBA Live 2001,PS2,2001,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1
4267,Virtua Tennis 4,PS3,2011,Sports,Sega,0.09,0.25,0.03,0.09,0.46
15814,Ferrari: The Race Experience,Wii,nan,Racing,System 3 Arcade Software,0,0.01,0,0,0.02
8940,F1 2011,PSV,2011,Racing,Codemasters,0.03,0.08,0.01,0.03,0.15
12966,Virtua Striker 2002,GC,2002,Sports,Sega,0.01,0,0.03,0,0.05
16111,Nodame Cantabile,PS2,2007,Misc,Banpresto,0,0,0.01,0,0.01
9463,Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,0,0,0.13,0,0.13
1231,Sonic Rivals 2,PSP,2007,Racing,Sega,0.44,0.69,0,0.39,1.52
14784,Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0,0.02,0,0.01,0.03
2888,LEGO Harry Potter: Years 1-4,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.14,0.37,0,0.19,0.71
5167,GoldenEye: Rogue Agent,GC,2004,Shooter,Electronic Arts,0.28,0.07,0,0.01,0.36
3021,The Biggest Loser: Challenge,Wii,2010,Sports,THQ,0.49,0.13,0,0.05,0.67
7780,Disgaea DS,DS,2008,Role-Playing,Square Enix,0.11,0.02,0.05,0.01,0.19
4029,Lego Batman 3: Beyond Gotham,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.29,0,0.11,0.49
6702,Caesars Palace II,PS,1998,Misc,Interplay,0.14,0.09,0,0.02,0.25
2465,Dragon Age II,PS3,2011,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84
11540,Batman: Dark Tomorrow,GC,2003,Action,Kemco,0.06,0.02,0,0,0.08
7973,Blood Omen 2,XB,2002,Action,Eidos Interactive,0.14,0.04,0,0.01,0.19
13164,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,0,0,0.05,0,0.05
9529,Alter Echo,PS2,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13
2527,Imagine: Rock Star,DS,2008,Simulation,Ubisoft,0.4,0.33,0,0.09,0.82
2800,Yoshi,GB,1991,Puzzle,Nintendo,0,0,0.73,0,0.73
13549,Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft,0.03,0.01,0,0,0.04
87,Final Fantasy X,PS2,2001,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05
4952,Chessmaster,PS2,2003,Misc,Ubisoft,0.19,0.15,0,0.05,0.39
7174,Ford vs. Chevy,PS2,2005,Racing,Global Star,0.11,0.09,0,0.03,0.22
916,Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88
45,Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,3.8,5.81,0.36,2.02,11.98
6526,Duke Nukem: Zero Hour,N64,1999,Shooter,GT Interactive,0.21,0.05,0,0,0.26
7131,NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.23
8871,T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,0.08,0.06,0,0.01,0.15
7037,Tribes: Aerial Assault,PS2,nan,Shooter,Unknown,0.11,0.09,0,0.03,0.23
15085,Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0,0.02
13581,Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0,0,0.04,0,0.04
14826,Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0,0.02,0,0,0.03
12622,Winx Club: Mission Enchantix,DS,2008,Adventure,Konami Digital Entertainment,0.03,0.02,0,0,0.06
782,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11
14865,Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0,0,0.03,0,0.03
2200,The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0,0.03,0.94
11118,Kurikin: Nano Island Story,DS,2007,Role-Playing,Nintendo,0,0,0.09,0,0.09
15254,Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0,0.02,0,0,0.02
13079,Shrek Super Party,GC,2003,Misc,TDK Mediactive,0.04,0.01,0,0,0.05
12263,Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,0.06,0,0,0,0.06
10020,Dokapon Kingdom,PS2,2007,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11
3865,The Punisher,PS2,2005,Action,THQ,0.25,0.2,0,0.07,0.52
3550,Bratz 4 Real,DS,2007,Adventure,THQ,0.29,0.22,0,0.06,0.57
9115,Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0,0.05,0.01,0.14
11404,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,Role-Playing,Banpresto,0,0,0.08,0,0.08
4239,Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,Disney Interactive Studios,0.33,0.12,0,0.01,0.46
1455,FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35
15696,SD Gundam Force,GBA,2004,Shooter,Namco Bandai Games,0.01,0,0,0,0.02
11360,Gundam the 3D Battle,3DS,2011,Action,Namco Bandai Games,0,0,0.08,0,0.08
1588,Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25
340,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67
11064,Mimana Iyar Chronicle,PSP,2009,Role-Playing,GungHo,0.07,0,0.01,0.01,0.09
6548,McGrath Vs. Pastrana Freestyle Motocross,PS,2000,Racing,Acclaim Entertainment,0.14,0.1,0,0.02,0.26
13284,Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0,0,0.05,0,0.05
11604,Agatha Christie: And Then There Were None,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0,0.01,0.08
8713,Polaris SnoCross,PS,2000,Racing,Vatical Entertainment,0.09,0.06,0,0.01,0.16
11752,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
4147,Sonic the Hedgehog,PS3,nan,Platform,?,0,0.48,0,0,0.48
14313,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010,Misc,Kamui,0,0,0.03,0,0.03
10459,Exit DS,DS,2008,Puzzle,Square Enix,0.09,0,0.01,0.01,0.1
7779,Scene It? Twilight,DS,2010,Misc,Konami Digital Entertainment,0.11,0.07,0,0.02,0.19
7514,SD Gundam GNext,SNES,1995,Strategy,Namco Bandai Games,0,0,0.2,0,0.2
13329,Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,0.04,0,0,0,0.05
4217,We Sing Encore,Wii,2010,Misc,Nordic Games,0,0.41,0,0.06,0.47
12880,Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0,0,0.05
13333,Magic Carpet,PS,1995,Shooter,Electronic Arts,0.03,0.02,0,0,0.05
14352,SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
9975,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008,Action,Takara Tomy,0,0,0.12,0,0.12
11175,Spectral Force 3,X360,2006,Role-Playing,Idea Factory,0.08,0,0,0.01,0.09
3974,Boogie,Wii,2007,Misc,Electronic Arts,0.43,0.03,0,0.04,0.5
7349,The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21
5416,Jonah Lomu Rugby Challenge,X360,2011,Sports,Home Entertainment Suppliers,0.09,0.21,0,0.04,0.34
16088,Road Trip: Shifting Gears,GBA,2002,Racing,Zoo Digital Publishing,0.01,0,0,0,0.01
10360,The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,0,0.08,0,0.02,0.11
674,Donkey Kong Land II,GB,1996,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35
15365,F1 2002,GBA,2002,Racing,Destination Software Inc,0.01,0.01,0,0,0.02
14404,Kiniro no Corda 3,PS2,2010,Adventure,Tecmo Koei,0,0,0.03,0,0.03
13763,Imabikisou,PS3,2007,Adventure,Sega,0,0,0.04,0,0.04
12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,0.01,0.04,0,0.01,0.06
10281,Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,0.05,0.04,0,0.01,0.11
2072,Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.25,0.49,0.04,0.22,1
912,Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.15,0,0.18,1.89
5328,The Tale of Despereaux,PS2,2008,Platform,Brash Entertainment,0.17,0.13,0,0.04,0.35
1810,WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.38,0.56,0,0.19,1.13
924,Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87
2964,Harry Potter and the Chamber of Secrets,GC,2002,Action,Electronic Arts,0.53,0.14,0,0.02,0.69
10764,Heatseeker,Wii,2007,Action,Codemasters,0.08,0,0,0.01,0.1
6309,The Club,X360,2008,Shooter,Sega,0.15,0.1,0,0.02,0.27
3964,Blue's Clues: Blue's Big Musical,PS,2001,Misc,THQ,0.28,0.19,0,0.03,0.5
357,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
13365,Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment,0,0,0.05,0,0.05
11512,NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0.07,0,0,0.01,0.08
8704,Imagine: Music Fest,DS,2009,Simulation,Ubisoft,0.15,0,0,0.01,0.16
12905,Jirou Akagawa: Majotachi no Nemuri,SNES,1995,Adventure,Pack-In-Video,0,0,0.05,0,0.05
4459,Super Robot Taisen OG: Original Generations,PS2,2007,Strategy,Banpresto,0,0,0.44,0,0.44
7884,Jeopardy!,DS,2010,Misc,THQ,0.18,0,0,0.01,0.19
2229,SSX,PS3,2012,Sports,Electronic Arts,0.35,0.42,0.02,0.14,0.93
8090,Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,0.14,0.04,0,0.01,0.18
13432,Avatar: The Game,PC,2009,Action,Ubisoft,0,0.04,0,0.01,0.05
7060,Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.19,0.02,0,0.02,0.23
2624,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79
10390,Warriors Orochi 3,PSP,2012,Action,Ubisoft Annecy,0,0,0.11,0,0.11
9955,Rango: The Video Game,DS,2011,Action,Electronic Arts,0.07,0.03,0,0.01,0.12
6693,Wayne Gretzky's 3D Hockey '98,N64,1997,Sports,Midway Games,0.23,0.02,0,0,0.25
5033,Grandia Xtreme,PS2,2002,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38
830,PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,0.48,1.29,0.02,0.25,2.05
1528,Yoshi's Woolly World,WiiU,2015,Platform,Nintendo,0.61,0.47,0.11,0.1,1.29
7402,Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.2,0,0,0.01,0.21
13080,Monster 4x4: Masters of Metal,GC,2003,Racing,Ubisoft,0.04,0.01,0,0,0.05
14805,Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0,0,0.03,0,0.03
11155,Harvey Birdman: Attorney at Law,Wii,2008,Adventure,Capcom,0.08,0,0,0.01,0.09
15107,Brave: The Video Game,Wii,2012,Action,Disney Interactive Studios,0,0.02,0,0,0.02
12907,Bust-A-Bloc,PS2,2002,Puzzle,Midas Interactive Entertainment,0,0,0.05,0,0.05
15807,Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.01,0.01,0,0,0.02
2617,Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.79
2606,Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,0,0,0.74,0.05,0.79
12004,Tales of Rebirth,PSP,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
1730,Mission: Impossible,N64,1997,Action,Ocean,0.74,0.38,0.02,0.03,1.17
13970,C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0,0,0,0.04
7423,The King of Fighters '96,SAT,1996,Fighting,SNK,0,0,0.21,0,0.21
10906,Devil May Cry 4,PS4,2015,Action,Capcom,0.01,0,0.08,0,0.09
7711,Power Rangers: Time Force,GBA,2001,Action,THQ,0.14,0.05,0,0,0.2
14754,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0,0,0.03,0,0.03
7348,Magician's Quest: Town of Magic,3DS,2012,Simulation,Konami Digital Entertainment,0,0,0.21,0,0.21
6559,Bratz Ponyz 2,DS,2008,Adventure,Game Factory,0.24,0,0,0.02,0.26
14012,Monster Force,GBA,2002,Shooter,Universal Interactive,0.03,0.01,0,0,0.04
2906,Tony Hawk's Underground,GC,2003,Sports,Activision,0.54,0.14,0,0.02,0.7
1338,Kirby Super Star,SNES,1996,Platform,Nintendo,0.26,0.07,1.09,0.02,1.44
15719,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02
11199,Major League Baseball 2K7,PSP,2007,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09
12568,Winning Post 4 Maximum,PS2,2000,Sports,Tecmo Koei,0,0,0.06,0,0.06
7151,Assault,2600,1982,Action,Bomb,0.21,0.01,0,0,0.22
1057,Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.69,0.83,0,0.19,1.7
14530,Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,0,0,0.03,0,0.03
14862,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,0,0.01,0.01,0,0.03
5131,FIFA Soccer 13,PSP,2012,Action,Electronic Arts,0.05,0.19,0.02,0.1,0.37
6106,All Star Cheer Squad,DS,2008,Sports,THQ,0.26,0,0,0.02,0.28
7494,X2: Wolverine's Revenge,XB,2003,Platform,Activision,0.15,0.04,0,0.01,0.21
9642,Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13
1866,SingStar Legends,PS2,2006,Misc,Sony Computer Entertainment,0.12,0.75,0,0.23,1.1
2228,White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93
11543,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,0,0,0.08,0,0.08
3286,NBA 2K9,PS3,2008,Sports,Take-Two Interactive,0.56,0,0,0.05,0.61
2343,NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0,0.11,0.89
2832,Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.32,0.22,0.08,0.1,0.72
1480,Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,0.43,0.4,0.32,0.18,1.33
3541,Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.32,0.2,0,0.05,0.57
15394,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,Misc,Sega,0,0,0.02,0,0.02
9003,Deception IV: Blood Ties,PSV,2014,Action,Tecmo Koei,0.03,0.03,0.07,0.02,0.14
5065,Green Day: Rock Band,Wii,2010,Misc,MTV Games,0.22,0.12,0,0.03,0.38
11096,Kenka Banchou 2: Full Throttle,PS2,2007,Action,Spike,0,0,0.09,0,0.09
13783,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,Marvelous Interactive,0,0,0.04,0,0.04
7467,Barbie Fashion Show: An Eye for Style,DS,2008,Misc,Activision,0.19,0,0,0.02,0.21
13864,A Ressha de Ikou DS,DS,2009,Simulation,ArtDink,0,0,0.04,0,0.04
12974,Disney's PK: Out of the Shadows,GC,2002,Platform,Ubisoft,0.04,0.01,0,0,0.05
15152,NFL Blitz Pro,GC,2003,Sports,Midway Games,0.02,0,0,0,0.02
1988,Pokemon Conquest,DS,2012,Role-Playing,Nintendo,0.58,0.06,0.37,0.04,1.05
4108,Wu-Tang: Shaolin Style,PS,1998,Fighting,Activision,0.27,0.18,0,0.03,0.48
11685,Open Season,PSP,2006,Platform,Ubisoft,0.07,0,0,0.01,0.08
12257,Zatch Bell! Mamodo Battles,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0,0,0.06
8754,Jewel Quest Solitaire,DS,2009,Puzzle,GSP,0,0.14,0,0.02,0.15
5715,Sniper Elite 3,PS3,2014,Shooter,505 Games,0.1,0.15,0,0.06,0.31
7479,Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21
2760,LittleBigPlanet 3,PS3,2014,Platform,Sony Computer Entertainment,0.2,0.43,0.01,0.11,0.75
2775,Brink,PS3,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.74
3650,Yokai Sangokushi,3DS,2016,Action,Level 5,0,0,0.55,0,0.55
7091,Disney Princess: Enchanted Journey,PS2,2007,Adventure,Disney Interactive Studios,0.11,0.09,0,0.03,0.23
14856,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike,0,0,0.03,0,0.03
13034,Plants vs. Zombies,PC,2009,Strategy,PopCap Games,0,0.04,0,0.01,0.05
7594,Ni Hao Kai-lan: New Year's Celebration,DS,2009,Misc,Take-Two Interactive,0.19,0,0,0.01,0.2
2356,Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88
15534,Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0,0,0.02,0,0.02
4437,Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,D3Publisher,0.25,0.15,0,0.04,0.44
525,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8
11641,World Championship Poker: Deluxe Series,DS,2005,Misc,505 Games,0.07,0,0,0.01,0.08
15244,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,Square Enix,0,0,0.02,0,0.02
5113,Prince of Persia: The Forgotten Sands,PSP,2010,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37
5729,Shrek: Forever After,DS,2010,Platform,Activision,0.19,0.1,0,0.03,0.31
2354,SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment,0,0.68,0,0.2,0.89
8168,Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009,Strategy,Namco Bandai Games,0,0,0.18,0,0.18
1240,Call of Duty 3,PS3,2006,Shooter,Activision,0.6,0.63,0.03,0.26,1.52
4209,The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,Electronic Arts,0,0.38,0,0.09,0.47
2404,Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87
11744,Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.06,0,0,0.01,0.07
12995,Hysteria Hospital: Emergency Ward,Wii,2009,Action,Oxygen Interactive,0.05,0,0,0,0.05
8961,Shin Chan: ¡Aventuras de Cine!,DS,2008,Platform,505 Games,0,0,0.15,0,0.15
331,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73
9730,Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0,0,0.12
2152,Jampack Summer '99,PS,1999,Misc,Sony Computer Entertainment,0.54,0.36,0,0.06,0.96
16040,WRC 5: FIA World Rally Championship,XOne,2015,Sports,Bigben Interactive,0,0.01,0,0,0.01
15052,Totally Spies! 2: Undercover,DS,2006,Action,Atari,0.01,0.01,0,0,0.02
14427,Galleon: Islands of Mystery,XB,2004,Action,SCi,0.02,0.01,0,0,0.03
8378,Sword of the Samurai,PS2,nan,Fighting,Ubisoft,0,0,0.17,0,0.17
16256,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega,0,0,0.01,0,0.01
7144,Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0,0.03,0.22
14983,Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,Sega,0,0,0.02,0,0.02
13331,Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,0,0.04,0,0.01,0.05
7099,Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0,0.01,0.23
8351,Disney's Home on the Range,GBA,2004,Action,Disney Interactive Studios,0.12,0.04,0,0,0.17
15714,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
15106,Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0,0,0.02,0,0.02
737,Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0,0.17,2.2
5662,Derby Stallion DS,DS,2008,Sports,Enterbrain,0,0,0.32,0,0.32
1571,Kung Fu Panda,DS,2008,Action,Activision,0.56,0.57,0,0.14,1.26
13887,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.01,0,0.02,0,0.04
8981,Tiger Woods PGA Tour,DS,2004,Sports,Electronic Arts,0.13,0,0,0.01,0.15
2455,Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0,0.02,0.84
11069,Jambo! Safari Animal Rescue,Wii,2009,Simulation,Sega,0.07,0.01,0,0.01,0.09
9744,Record of Agarest War Zero,PS3,nan,Strategy,Ghostlight,0.09,0,0.03,0.01,0.12
11814,Hang On GP,SAT,1995,Racing,Sega,0,0,0.07,0,0.07
1076,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04,1.68
8842,Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,0.07,0.06,0,0.02,0.15
13219,World Series of Poker,GC,2005,Misc,Activision Value,0.04,0.01,0,0,0.05
5923,Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.3,0,0.3
14025,SD Gundam Force: Showdown!,PS2,2004,Shooter,Namco Bandai Games,0.02,0.01,0,0,0.04
133,Pokémon Crystal Version,GB,2000,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39
3062,NCAA March Madness 2003,PS2,2002,Sports,Electronic Arts,0.32,0.25,0,0.08,0.66
14637,Merv Griffin's Crosswords,DS,2008,Puzzle,ValuSoft,0.03,0,0,0,0.03
1352,Disney's DuckTales,GB,1988,Platform,Capcom,0.82,0.23,0.35,0.03,1.43
5838,Stranglehold,PS3,2007,Shooter,Midway Games,0.24,0.03,0,0.03,0.3
2220,NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93
9005,L.A. Rush,XB,2005,Racing,Midway Games,0.11,0.03,0,0.01,0.14
4191,Momotarou Dentetsu V,PS,1999,Misc,Hudson Entertainment,0,0,0.44,0.03,0.47
15422,Zwei!!,PSP,2008,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02
10811,SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.09,0,0,0.01,0.1
13943,Real Soccer 2008,DS,2007,Sports,Ubisoft,0.03,0,0,0,0.04
7,New Super Mario Bros.,DS,2006,Platform,Nintendo,11.38,9.23,6.5,2.9,30.01
5872,Disgaea 3: Absence of Detention,PSV,nan,Role-Playing,Nippon Ichi Software,0.13,0.06,0.07,0.04,0.3
14114,Top Gun: Hard Lock,PS3,2012,Action,505 Games,0,0.03,0,0.01,0.03
2851,MLB 09: The Show,PS3,2009,Sports,Sony Computer Entertainment,0.66,0,0,0.05,0.72
1442,FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,0.2,0.76,0,0.39,1.35
14235,Emma at the Farm,DS,2008,Adventure,Aspyr,0.03,0,0,0,0.03
8886,Brain Boost: Gamma Wave,DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15
9717,Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.07,0.05,0,0.01,0.12
5543,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,Strategy,Namco Bandai Games,0,0,0.33,0,0.33
11874,Exhibition Volume 4,XB,2003,Misc,Microsoft Game Studios,0.05,0.02,0,0,0.07
15336,Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,0.02,0,0,0,0.02
3275,Rocksmith 2014,PS4,2014,Misc,Ubisoft,0.34,0.17,0,0.11,0.62
7868,Disney Magic World 2,3DS,2015,Action,Nintendo,0,0,0.19,0,0.19
13074,Kart Racer,Wii,2009,Racing,Nordic Games,0.03,0.01,0,0,0.05
6382,F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,0.01,0.21,0.01,0.04,0.27
11720,Learn Geography,DS,2009,Misc,DreamCatcher Interactive,0.07,0,0,0.01,0.08
10826,Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
8476,Chaotic: Shadow Warriors,PS3,2009,Action,Activision,0.15,0,0,0.01,0.16
7985,SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.1,0.07,0,0.02,0.19
1475,Tony Hawk's Pro Skater,GB,2000,Sports,Activision,0.9,0.38,0.01,0.05,1.33
2215,Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94
1323,Resident Evil: Outbreak,PS2,2003,Action,Capcom,0.54,0.35,0.46,0.1,1.45
5731,Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,0.05,0.19,0.03,0.04,0.31
4101,Dark Sector,X360,2008,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48
7690,Super Baseball Simulator 1.000,SNES,1991,Sports,Culture Brain,0,0,0.2,0,0.2
2078,Wheel of Fortune,Wii,2010,Misc,THQ,0.89,0.04,0,0.06,1
10607,Kabushiki Baibai Trainer: Kabutore!,DS,2006,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1
1425,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,0.86,0.45,0,0.06,1.36
1369,Toy Story 3: The Video Game,Wii,2010,Action,Disney Interactive Studios,0.64,0.63,0,0.14,1.41
5043,DiRT 2,Wii,2009,Racing,Codemasters,0.11,0.23,0,0.04,0.38
9586,Advent Rising,XB,2005,Action,THQ,0.1,0.03,0,0,0.13
8247,Super Robot Taisen L,DS,2010,Strategy,Namco Bandai Games,0,0,0.17,0,0.17
10357,Sudokuro,DS,2007,Puzzle,Crave Entertainment,0.1,0,0,0.01,0.11
14229,Night Head: The Labyrinth,PS,1995,Adventure,Fuji,0,0,0.03,0,0.03
15100,Enchanted Arms (JP sales),X360,2006,Role-Playing,Ubisoft,0,0,0.02,0,0.02
725,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.42,0.61,0,0.21,2.23
